9203,  435.4810  207.6800  240.0000
9204,  432.8650  208.0000  240.0000
9205,  438.0010  179.3920  290.9100
9206,  248.2330  217.8720  253.2900
9207,  145.7050   43.7440  265.7100
9208,  133.8010  103.6640  258.8700
9209,  134.8570  103.9680  258.4200
9210,  214.4170  114.1440  262.8900
9211,  152.9770   76.8800  263.6400
9212,   85.9930  275.5520  228.3000
10002,    0.0010    0.0010    0.0010
10003,    0.0010    0.0010    0.0010
10004,    0.0010    0.0010    0.0010
10006,  476.3770  186.6560   67.7100
10007,  462.6720  173.4400   26.7000
10008,  401.4490  158.8000   63.8400
10009,  425.4010  199.4560   99.6000
10010,  411.0250  190.8320  172.2300
10011,  412.5130  165.5680  116.6400
10013,  438.2400  223.1360   21.0600
10014,  463.6810  119.6160   83.3400
10015,  456.2890  169.9200  106.1100
10016,  396.8170  206.1120  168.0600
10017,  374.3050  205.6480  120.3300
20001,  463.0810  189.1040  117.8400
20002,  436.7770  186.5280  185.8800
20003,  531.4090  294.3360  105.8100
20004,  453.2400  232.9760   28.4400
20005,  433.1770  209.4880  219.8100
20006,  558.6490   68.1120   66.5400
20007,  445.8490  242.1440   83.2500
20008,  456.3840  250.5280   15.9600
20009,  459.0010  196.4160   76.6800
20010,  450.0730  185.8560   88.2900
20011,  471.8400  239.8080    5.5200
20012,  452.9530  201.5040   82.3500
20013,  467.8330  224.2400   72.8100
20014,  454.8010  208.2400  114.0600
20015,  462.0730  203.2160   53.1300
20016,  171.5050  226.4320  168.5400
20017,  492.2640   98.2240    6.9900
20018,  427.6560   79.1520    5.9700
20019,  351.1450  219.5360  284.6700
20020,  358.2730  239.6640  255.5100
20021,  443.3530  164.9120  105.0000
20022,  433.5850  208.0320  107.6400
20023,  234.9850  245.5200  118.7400
20024,  295.6560  224.6400   29.7300
20034,  295.3920  227.4720   27.6900
90001,  362.7370  162.5120  170.3700
90002,  532.1530  229.4560  142.2000
90003,  525.5040  242.3680   25.8300
90004,  500.4730  233.8720   59.1600
140620,    0.0010    0.0010    0.0010
200011,  478.6570  233.3600   61.2000
